,Traffic Report ID,Published Date,Issue Reported,Location,Latitude,Longitude,Address,Status,Status Date
324199,748E3CF5795E1703267FD891905C54B15D2D2547_1699648606,2023-11-10 20:36:46,Traffic Hazard,"(30.475951,-97.764729)",30.475951,-97.764729,N Fm 620 Rd Nb / W Parmer Ln,ARCHIVED,2023-11-10 21:00:10
324200,FEA38584BFBF6BA455B567DC28463B5E972B83D6_1699649589,2023-11-10 20:53:09,COLLISION,"(30.339894,-98.132389)",30.339894,-98.132389,24300-blk HAMILTON POOL RD,ARCHIVED,2023-11-10 21:00:10
324331,8545019B082C565916F738AAAE5A8ADD78270A3F_1698848934,2023-11-01 14:28:54,COLLISION,"(30.343358,-97.930635)",30.343358,-97.930635,709 River Rd,ARCHIVED,2023-11-01 14:35:29
324488,DD1E4AB55AAB789BC3D29E46540739AB435478B4_1698848275,2023-11-01 14:17:55,COLLISN/ LVNG SCN,"(30.349161,-97.538677)",30.349161,-97.538677,N Fm 973 Rd / E Us 290 Hwy Eb,ARCHIVED,2023-11-01 14:41:17
324489,90E54F2D1BCE9131AF868C7717CAAA236889F9EF_1699449429,2023-11-08 13:17:09,COLLISION,"(30.437868,-97.566903)",30.437868,-97.566903,5700-5921 Jesse Bohls Rd,ARCHIVED,2023-11-08 13:25:07
324496,02EFB6CDABCF363D66DA0FC33416F45873AC7D57_1699447514,2023-11-08 12:45:14,TRFC HAZD/ DEBRIS,"(30.415731,-97.644899)",30.415731,-97.644899,FLATTERS WAY / MARICELLA LN,ARCHIVED,2023-11-08 13:35:08
324499,6C505DF96F1FAAB539199949572820B2C90F6959_1699450333,2023-11-08 13:32:13,COLLISION WITH INJURY,"(30.410582,-97.375361)",30.410582,-97.375361,S Sh 95 / County Line Rd,ARCHIVED,2023-11-08 13:40:07
324500,BC7D28A99C80767AE5DD0EB7EF058F68D053FB60_1699450501,2023-11-08 13:35:01,TRFC HAZD/ DEBRIS,"(30.475684,-97.958845)",30.475684,-97.958845,FM 1431 RD / TYLER TRL,ARCHIVED,2023-11-08 13:45:12
324502,39CACD2E0A5452368CB72F0A56F73C9D1F846043_1699449980,2023-11-08 13:26:20,Traffic Hazard,"(30.430323,-97.701059)",30.430323,-97.701059,12620-12716 N Mopac Expy Sb,ARCHIVED,2023-11-08 13:50:09
324610,B4916DB7F02E43309DD837DF807056ADBBA18946_1698847232,2023-11-01 14:00:32,Traffic Hazard,"(30.233812,-97.865817)",30.233812,-97.865817,6603-6663 W Us 290 Hwy,ARCHIVED,2023-11-01 14:51:19
324611,803416F0D1FBCD8344B24B42E4CADBE33C1F6AD9_1698848937,2023-11-01 14:28:57,Traffic Hazard,"(30.336089,-97.694358)",30.336089,-97.694358,1100 E Anderson Ln Eb,ARCHIVED,2023-11-01 14:51:19
324621,24A0BEA4FFCB36218C883257BDA775BA6C738639_1698845861,2023-11-01 13:37:41,TRFC HAZD/ DEBRIS,"(30.376691,-97.80521)",30.376691,-97.80521,7800-blk Fm 2222 Rd,ARCHIVED,2023-11-01 15:00:55
324622,95576B444F9B7CD177F41A9D24EEC0BA4EBF8C49_1698846436,2023-11-01 13:47:16,COLLISION,"(30.318216,-97.994474)",30.318216,-97.994474,W Sh 71 / Vail Divide,ARCHIVED,2023-11-01 15:00:55
324623,73E4409E052D5B11A0FC684DD0B0E87A0C94F988_1698843636,2023-11-01 13:00:36,Crash Urgent,"(30.350881,-97.749009)",30.350881,-97.749009,6700-7127 N Mopac Expy Nb,ARCHIVED,2023-11-01 15:05:16
324624,1F1086DFBC090121A93929DF16653B5C0E5909D1_1698848415,2023-11-01 14:20:15,Traffic Hazard,"(30.421709,-97.672153)",30.421709,-97.672153,0 N Ih 35 Sb To Parmer Ramp,ARCHIVED,2023-11-01 15:05:16
324626,3D8B7075E3B02061ACE488C27AEA4180BFF090A7_1698849302,2023-11-01 14:35:02,TRFC HAZD/ DEBRIS,"(30.338236,-97.920059)",30.338236,-97.920059,S Quinlan Park Rd / Selma Hughes Park Rd,ARCHIVED,2023-11-01 15:05:16
324627,13D1433C84AC448FD47349A00B528DBD91E6F28A_1698844947,2023-11-01 13:22:27,Traffic Hazard,"(30.293246,-97.632198)",30.293246,-97.632198,8001-8225 Loyola Ln,ARCHIVED,2023-11-01 15:10:24
324633,18DD9438519462132A38EF68B7313ADCDFB16CA5_1698845114,2023-11-01 13:25:14,Crash Urgent,"(30.201436,-97.636618)",30.201436,-97.636618,3327-3646 E Sh 71 Wb,ARCHIVED,2023-11-01 15:10:24
324635,7EC095E7D78531BA4A92CC1F465804BBFB0472C8_1698846655,2023-11-01 13:50:55,Crash Urgent,"(30.257132,-97.72461)",30.257132,-97.72461,E Cesar Chavez St / Chicon St,ARCHIVED,2023-11-01 15:35:17
324749,9C664803E199AD40E55A2C29815BFF7C5C01BE58_1698851057,2023-11-01 15:04:17,Traffic Hazard,"(30.402714,-97.674953)",30.402714,-97.674953,12400 N Ih 35 Sb,ARCHIVED,2023-11-01 15:40:18
324750,3D527222FC186AB478A68C855151C7BBA73DFF47_1698852828,2023-11-01 15:33:48,TRFC HAZD/ DEBRIS,"(30.445205,-97.667685)",30.445205,-97.667685,15200 N IH 35 SB,ARCHIVED,2023-11-01 16:10:42
324751,04085CEF4A2F22B0D7DE2D6919476571400985C3_1698852914,2023-11-01 15:35:14,COLLISION/PRIVATE PROPERTY,"(30.446055,-97.667887)",30.446055,-97.667887,2021 CHEDDAR LOOP,ARCHIVED,2023-11-01 16:10:42
324752,F4297B5AE1CDCE836E052E17E71315F034F39775_1699451568,2023-11-08 13:52:48,TRFC HAZD/ DEBRIS,"(30.152372,-97.767304)",30.152372,-97.767304,E Slaughter Ln / Bluff Springs Rd,ARCHIVED,2023-11-08 14:05:08
324753,6D79AC70FCCBE187D7F97AC9E62067753408BC0F_1699647044,2023-11-10 20:10:44,Crash Urgent,"(30.319833,-97.712453)",30.319833,-97.712453,5661-5667 AIRPORT BLVD,ARCHIVED,2023-11-10 21:10:08
324754,59BDEA78838432A6CD99117A73AFADD77C66410F_1699650666,2023-11-10 21:11:06,Stalled Vehicle,"(30.190172,-97.770174)",30.190172,-97.770174,E William Cannon Dr / S Ih 35 Svrd Nb,ARCHIVED,2023-11-10 21:25:09
324755,3623CEE175E3A6FBBA169B210A460FCC3B7FE614_1699736376,2023-11-11 20:59:36,COLLISION,"(30.365117,-97.403888)",30.365117,-97.403888,County Line Rd / Fm 1100 Rd,ARCHIVED,2023-11-11 21:05:08
324756,29EA1EE6C8971D4AE9C0516A4CD4D561801E0861_1699733587,2023-11-11 20:13:07,Stalled Vehicle,"(30.231975,-97.800542)",30.231975,-97.800542,West Gate Blvd / S Lamar Blvd Svrd Nb,ARCHIVED,2023-11-11 21:05:08
324972,B639E0D08CC249154F07B0C9D59B8317187E1EA8_1698850713,2023-11-01 14:58:33,Crash Urgent,"(30.307089,-97.747506)",30.307089,-97.747506,W 38th St / Shoal Creek Blvd,ARCHIVED,2023-11-01 16:00:21
324973,4A1432C03DFFE532268819E1F8AB3083818ACE50_1698853617,2023-11-01 15:46:57,COLLISION,"(30.376308,-97.807119)",30.376308,-97.807119,7858 BELL MOUNTAIN DR,ARCHIVED,2023-11-01 16:00:21
324977,4E90091068533B241B2634A3599D34ABCA4C11AF_1698854419,2023-11-01 16:00:19,Stalled Vehicle,"(30.392006,-97.835125)",30.392006,-97.835125,Fm 2222 Rd / Mc Neil Dr,ARCHIVED,2023-11-01 16:10:42
324978,E4BD9B6C49214CA8D8AD295FB4B1E7E79022DF16_1698854120,2023-11-01 15:55:20,Crash Service,"(30.27978,-97.693148)",30.27978,-97.693148,1313 Deloney St,ARCHIVED,2023-11-01 16:40:25
324986,6D876D3B60F065969EFD1EA91ED87DDEF041CDF4_1699451422,2023-11-08 13:50:22,TRFC HAZD/ DEBRIS,"(30.163888,-97.693111)",30.163888,-97.693111,6500-6606 S Us 183 Hwy Sb,ARCHIVED,2023-11-08 14:05:08
325105,5070BE49E5B2AEE2297A3F986768A4AA0E7B1442_1698851283,2023-11-01 15:08:03,Traffic Hazard,"(30.291591,-97.783062)",30.291591,-97.783062,Lake Austin Blvd / Redbud Trl,ARCHIVED,2023-11-01 16:10:42
325106,3ECABDEBF8352E919131B46CFEBCFD6963486998_1698847949,2023-11-01 14:12:29,Crash Urgent,"(30.330951,-97.73154)",30.330951,-97.73154,5900-5999 Woodrow Ave,ARCHIVED,2023-11-01 16:15:21
325107,72448B7792D7AA9BAE361029D06BB23AD7803155_1698844422,2023-11-01 13:13:42,Traffic Hazard,"(30.327997,-97.755945)",30.327997,-97.755945,4900 N Mopac Expy Sb,ARCHIVED,2023-11-01 16:35:23
325108,7FD2528A7609AAECB6AF825AC275F98CFDFFF8AD_1698845700,2023-11-01 13:35:00,Traffic Hazard,"(30.336413,-97.755279)",30.336413,-97.755279,5500-6631 N Mopac Expy Nb,ARCHIVED,2023-11-01 16:35:23
325109,B852035718A45A6479B38C26FA96B28B0C9A8A56_1698851165,2023-11-01 15:06:05,Crash Urgent,"(30.382913,-97.673149)",30.382913,-97.673149,800-803 Berrywood Dr,ARCHIVED,2023-11-01 16:35:23
325112,FE9CFBA27320B7BF42256D26FF2979B002274288_1698853648,2023-11-01 15:47:28,Crash Urgent,"(30.29436,-97.700244)",30.29436,-97.700244,4200-4260 Berkman Dr,ARCHIVED,2023-11-01 16:45:39
325113,F894D84CB8B7092D9E87AC778717959380745331_1698853582,2023-11-01 15:46:22,Crash Urgent,"(30.376308,-97.807119)",30.376308,-97.807119,7858 BELL MOUNTAIN DR,ARCHIVED,2023-11-01 16:51:02
325114,ADB38019446C733C064840E350C72C0A9FA975CB_1698854945,2023-11-01 16:09:05,Crash Urgent,"(30.235765,-97.822109)",30.235765,-97.822109,0 W 290 Wb To Mopac Svrd Ramp,ARCHIVED,2023-11-01 17:00:26
325115,01B45189A34F284F41AB07AFBC3531D83C480D90_1698856560,2023-11-01 16:36:00,Traffic Hazard,"(30.419903,-97.703611)",30.419903,-97.703611,N Mopac Expy Svrd Nb / W Parmer Ln,ARCHIVED,2023-11-01 17:15:21
325116,94B0B7EB4E3826979082AFFC082954D7A100C6E4_1698857981,2023-11-01 16:59:41,Traffic Hazard,"(30.332634,-97.716257)",30.332634,-97.716257,6600-6756 Airport Blvd,ARCHIVED,2023-11-01 17:20:18
325117,844D52FF52B351D0CE26C69174940CB586C3B1DD_1698857690,2023-11-01 16:54:50,LOOSE LIVESTOCK,"(30.218542,-97.522687)",30.218542,-97.522687,2003 MAN O WAR DR,ARCHIVED,2023-11-01 17:25:17
325118,54D3F3517C8183E9317C62F6C01455D00160E63F_1698843824,2023-11-01 13:03:44,Crash Urgent,"(30.211742,-97.729572)",30.211742,-97.729572,4918-5207 Burleson Rd,ARCHIVED,2023-11-01 17:30:19
325119,D721179A16863B3201466D1C17CACA0ECE45AD34_1698858119,2023-11-01 17:01:59,Traffic Hazard,"(30.266681,-97.743327)",30.266681,-97.743327,400-425 Congress Ave,ARCHIVED,2023-11-01 17:30:19
325120,6C94C10A53F2E02BE415FD6A1533ED3F7B788663_1698853765,2023-11-01 15:49:25,Crash Urgent,"(30.347308,-97.672636)",30.347308,-97.672636,9113 Brown Ln,ARCHIVED,2023-11-01 17:40:17
325121,2000C40CC9780D5DE5C32E69EF06059C1DB52791_1698855372,2023-11-01 16:16:12,Traffic Hazard,"(30.271138,-97.773947)",30.271138,-97.773947,300 S Mopac Expy Sb,ARCHIVED,2023-11-01 17:40:17
325221,86C13B98063F4A1489084FA4188FADDEAAD2162B_1698859927,2023-11-01 17:32:07,Traffic Hazard,"(30.395522,-97.705987)",30.395522,-97.705987,Metric Blvd / Gold Wing Dr,ARCHIVED,2023-11-01 17:45:24
325224,D584553119A41BDAF5910302B5C7771774ABCD4D_1699452930,2023-11-08 14:15:30,Traffic Hazard,"(30.395055,-97.846309)",30.395055,-97.846309,10801-11107 Fm 2222 Rd,ARCHIVED,2023-11-08 14:55:09
325394,DDAE89712E32F705260CB8BA6A159F8EC1D2A86A_1698861563,2023-11-01 17:59:23,Traffic Hazard,"(30.471812,-97.803417)",30.471812,-97.803417,11200 Lakeline Mall Dr,ARCHIVED,2023-11-01 18:10:18
325521,9A940E65552CCE8C972F60374791FC00AA478B2C_1698862455,2023-11-01 18:14:15,Crash Urgent,"(30.274396,-97.80043)",30.274396,-97.80043,Bee Cave Rd / Walsh Tarlton Ln,ARCHIVED,2023-11-01 19:09:12
325627,72448B7792D7AA9BAE361029D06BB23AD7803155_1698861401,2023-11-01 17:56:41,TRFC HAZD/ DEBRIS,"(30.344066,-97.593476)",30.344066,-97.593476,0 N 130 SB SVRD TO E 290 WB RAMP,ARCHIVED,2023-11-01 18:20:31
325628,69F2D00A2F210DDCB106C399671CF92C4F2A154A_1698862804,2023-11-01 18:20:04,Stalled Vehicle,"(30.218026,-97.774802)",30.218026,-97.774802,4600 S 1st St,ARCHIVED,2023-11-01 18:30:17
325638,3A282FB67EA34786A1B4E01588D82AA0AD67E47A_1698859432,2023-11-01 17:23:52,Traffic Hazard,"(30.343004,-97.699142)",30.343004,-97.699142,8010 N Ih 35 Svrd Sb,ARCHIVED,2023-11-01 18:45:28
325844,80CB5A19FE9C8F7B1DFB602B6CE549E3B82A3DBF_1698863723,2023-11-01 18:35:23,TRFC HAZD/ DEBRIS,"(30.2923,-97.798441)",30.2923,-97.798441,Westlake Dr / Redbud Trl,ARCHIVED,2023-11-01 18:53:34
325976,8C08BA12C91E4E9E4777324CAD1CDC32378ABC29_1698863910,2023-11-01 18:38:30,Traffic Hazard,"(30.298652,-97.729681)",30.298652,-97.729681,500-599 E 38th St,ARCHIVED,2023-11-01 19:15:18
325977,A66AB96FFF76B3C3C2810151921B30CE73DF0D0D_1698865854,2023-11-01 19:10:54,COLLISION,"(30.463316,-97.667782)",30.463316,-97.667782,16231 N Ih 35 Svrd Nb,ARCHIVED,2023-11-01 19:20:28
326127,954766448011A573ED48E3E92F4B069F62EF4B92_1698861959,2023-11-01 18:05:59,Traffic Hazard,"(30.357859,-97.687529)",30.357859,-97.687529,N Ih 35 Svrd Nb / E Rundberg Ln,ARCHIVED,2023-11-01 19:30:34
326131,24558D69E07EDE276480AE38B27EBCC720E09407_1698866301,2023-11-01 19:18:21,Stalled Vehicle,"(30.419307,-97.660916)",30.419307,-97.660916,S Heatherwilde Blvd / W Howard Ln,ARCHIVED,2023-11-01 19:30:34
326132,6BCD402B6029418E0D07A18B88FEE81085294D6A_1698866670,2023-11-01 19:24:30,Traffic Hazard,"(30.301751,-97.758193)",30.301751,-97.758193,2609-2847 N Mopac Expy Nb,ARCHIVED,2023-11-01 20:10:27
326136,ABCD1C5876F36174110775438923CE78ACBF8594_1698866857,2023-11-01 19:27:37,COLLISION WITH INJURY,"(30.22941,-97.820363)",30.22941,-97.820363,ERNEST ROBLES WAY / BRODIE LN,ARCHIVED,2023-11-01 20:10:27
326140,02161A52F79B14CA0632CEFCB8CD025C2DE5ED0C_1698866979,2023-11-01 19:29:39,COLLISN/ LVNG SCN,"(30.227014,-97.824911)",30.227014,-97.824911,1200 Home Depot Blvd,ARCHIVED,2023-11-01 20:35:26
326144,DDBB141078B540EC288D6E979A6711B536EC364B_1699450591,2023-11-08 13:36:31,Crash Urgent,"(30.216132,-97.7392)",30.216132,-97.7392,2018-2256 E Ben White Blvd Svrd Wb,ARCHIVED,2023-11-08 14:25:09
326145,FA59FADCBF0CEF35D5DFDA0B2B7308474E16F44E_1699453347,2023-11-08 14:22:27,TRFC HAZD/ DEBRIS,"(30.325554,-97.544901)",30.325554,-97.544901,17100-17455 Blake Manor Rd,ARCHIVED,2023-11-08 15:00:15
326146,C11D13FD83B4BA20B841137B06C66D333550F2FC_1699650425,2023-11-10 21:07:05,Traffic Hazard,"(30.166613,-97.736781)",30.166613,-97.736781,E William Cannon Dr / Running Water Dr,ARCHIVED,2023-11-10 21:25:09
326147,4AC7E515771155A9EFA63AC6840EA7199C222C96_1699733914,2023-11-11 20:18:34,Traffic Hazard,"(30.211584,-97.656675)",30.211584,-97.656675,2510-2746 E Sh 71 Svrd Eb,ARCHIVED,2023-11-11 21:10:09
326148,AA15E7B810A9A4F8365AF533AA9D990872E0417F_1699736523,2023-11-11 21:02:03,TRFC HAZD/ DEBRIS,"(30.461213,-97.667806)",30.461213,-97.667806,16100 N Ih 35 Nb,ARCHIVED,2023-11-11 21:10:09
326149,38165AF29AB1E2D307F60404EC6C2DB11E51C84E_1699767045,2023-11-12 05:30:45,Crash Urgent,"(30.242709,-97.728837)",30.242709,-97.728837,1818-1930 E Riverside Dr,ARCHIVED,2023-11-12 06:10:08
326247,70A1FEB7907EB7F1D49939E991BE2FD1E3ED086A_1698861064,2023-11-01 17:51:04,Crash Urgent,"(30.346671,-97.677173)",30.346671,-97.677173,9001-9103 Cameron Rd,ARCHIVED,2023-11-01 19:35:31
326248,96FA3E6F71FD2261F7325C90CDA49AEDD8641132_1698864355,2023-11-01 18:45:55,COLLISION,"(30.274396,-97.80043)",30.274396,-97.80043,Bee Cave Rd / Walsh Tarlton Ln,ARCHIVED,2023-11-01 19:40:26
326258,A50274B028DF2DC7F5A78067724B2B8F7312F9B4_1698862361,2023-11-01 18:12:41,Crash Service,"(30.363106,-97.729003)",30.363106,-97.729003,8303 Burnet Rd,ARCHIVED,2023-11-01 19:45:35
326259,246D2E34BEDEDFE76E09931A89BF4631F3916827_1698856960,2023-11-01 16:42:40,Crash Service,"(30.381621,-97.686544)",30.381621,-97.686544,11209 N Lamar Blvd,ARCHIVED,2023-11-01 20:05:24
326260,A7095041184FCA321A7B69AFA0B28972142BC486_1698861138,2023-11-01 17:52:18,Crash Service,"(30.363316,-97.728943)",30.363316,-97.728943,8315 Burnet Rd,ARCHIVED,2023-11-01 20:10:27
326261,4339125B4702B7F6690B7ED9D765AA304F3B692D_1698861417,2023-11-01 17:56:57,Crash Urgent,"(30.233627,-97.723448)",30.233627,-97.723448,S Pleasant Valley Rd / E Riverside Dr,ARCHIVED,2023-11-01 20:10:27
326262,178F71645D8D762522EDE90115F4F50F1E19D62B_1698865958,2023-11-01 19:12:38,Traffic Hazard,"(30.288532,-97.752729)",30.288532,-97.752729,W 24th St / N Lamar Blvd,ARCHIVED,2023-11-01 20:25:41
326263,4631E1EB7147851F2AEB66DBC5205A3882CD4C17_1698864565,2023-11-01 18:49:25,Traffic Hazard,"(30.390009,-97.646868)",30.390009,-97.646868,12433 Dessau Rd,ARCHIVED,2023-11-01 20:30:32
326264,904896FD72A1B5E6D2387652DCC631C9670A8102_1698867870,2023-11-01 19:44:30,Stalled Vehicle,"(30.357859,-97.687529)",30.357859,-97.687529,E Rundberg Ln / N Ih 35 Svrd Nb,ARCHIVED,2023-11-01 20:40:22
326265,F220B708923B41B9B9EE5F9CDBB561FBE9C1A20B_1698869230,2023-11-01 20:07:10,Traffic Hazard,"(30.399721,-97.673604)",30.399721,-97.673604,12300 N Ih 35 Nb,ARCHIVED,2023-11-01 20:45:34
326366,E3D9AAFDA317C05C755005FD30F6828BFFFAB6E1_1698871541,2023-11-01 20:45:41,Traffic Hazard,"(30.273101,-97.742402)",30.273101,-97.742402,W 11th St / Colorado St,ARCHIVED,2023-11-01 23:40:10
326367,28BA0C2E163D433D4EC5EDC8982EE3A2146A0D24_1699450093,2023-11-08 13:28:13,Crash Urgent,"(30.242765,-97.801245)",30.242765,-97.801245,3600-3755 S Capital Of Texas Hwy Nb,ARCHIVED,2023-11-08 14:35:10
326368,855445439C828E15A36D1D2016C2E24C90B52C0F_1699453458,2023-11-08 14:24:18,COLLISION,"(30.257595,-97.612495)",30.257595,-97.612495,10508-11515 Fm 969 Rd,ARCHIVED,2023-11-08 14:45:16
326369,EBF5283D22437BB974F4248BA0EC4E90F26D32CB_1699453201,2023-11-08 14:20:01,TRFC HAZD/ DEBRIS,"(30.085272,-97.738115)",30.085272,-97.738115,9000-9240 S Sh 45 E Wb,ARCHIVED,2023-11-08 14:50:11
326370,AC91ED7AFECF7F65F94A1562B1298EC3619C438F_1699454780,2023-11-08 14:46:20,Traffic Hazard,"(30.389239,-97.746025)",30.389239,-97.746025,9530-9548 N Capital Of Texas Hwy Sb,ARCHIVED,2023-11-08 14:55:09
326371,21CB2D42D2E92D6DF6A0CE53A8E5C8884F893B07_1699454079,2023-11-08 14:34:39,Crash Urgent,"(30.313143,-97.708586)",30.313143,-97.708586,5400 N Ih 35 Sb,ARCHIVED,2023-11-08 15:00:15
326372,FB21052C91D54236F8B126EFE00C629662C849FB_1699452519,2023-11-08 14:08:39,Traffic Hazard,"(30.266775,-97.734511)",30.266775,-97.734511,718-725 E 7th St,ARCHIVED,2023-11-08 15:05:09
326377,B72E6BE63DEE66CEBD0F5FB235345C337F48B4EF_1699452286,2023-11-08 14:04:46,Crash Urgent,"(30.332473,-97.740065)",30.332473,-97.740065,Burnet Rd / Northland Dr,ARCHIVED,2023-11-08 15:15:11
326378,96FA3E6F71FD2261F7325C90CDA49AEDD8641132_1699454927,2023-11-08 14:48:47,Traffic Hazard,"(30.343014,-97.763565)",30.343014,-97.763565,3800-3809 Dry Creek Dr,ARCHIVED,2023-11-08 15:15:11
326379,2C7EF0922DDD74809CA7CF4FE2F7A8A5E86F6BFA_1699450004,2023-11-08 13:26:44,Traffic Hazard,"(30.306259,-97.758195)",30.306259,-97.758195,N Mopac Expy Sb / W 35th To Mopac Sb Ramp,ARCHIVED,2023-11-08 15:25:10
326380,EC28361885EDEB63E1EFF30695CE51F8FD212465_1699451477,2023-11-08 13:51:17,COLLISION WITH INJURY,"(30.448869,-97.656096)",30.448869,-97.656096,15800-15821 CENTRAL COMMERCE DR,ARCHIVED,2023-11-08 15:25:10
326381,AD5EFBFC94BA12B4C7A5DD1040E58407E4D5D2E6_1699451775,2023-11-08 13:56:15,Traffic Hazard,"(30.248803,-97.768776)",30.248803,-97.768776,2022-2068 S Lamar Blvd,ARCHIVED,2023-11-08 15:25:10
326480,3E536CDE7E36C3398F011315FC5D7D2BEF1A5A56_1698869193,2023-11-01 20:06:33,Crash Service,"(30.283315,-97.718902)",30.283315,-97.718902,E 22nd St / Coleto St,ARCHIVED,2023-11-01 21:00:26
326481,1ACA10E6BE3C35E6F996E85821BC8B1F358D9565_1698869936,2023-11-01 20:18:56,Crash Urgent,"(30.470154,-97.797513)",30.470154,-97.797513,13900-13983 N Us 183 Hwy Nb,ARCHIVED,2023-11-01 21:15:31
326482,B369414C7CF027CAD9F6D8D9681B1B123DB8477F_1698872682,2023-11-01 21:04:42,Stalled Vehicle,"(30.189123,-97.76791)",30.189123,-97.76791,6600 Bluff Springs Rd,ARCHIVED,2023-11-01 21:30:35
326488,5982FD0F37D93127B4D15129788CC3DE204635A9_1698874811,2023-11-01 21:40:11,TRFC HAZD/ DEBRIS,"(30.306004,-97.569175)",30.306004,-97.569175,Fm 973 Rd To N Sh 130 Nb Ramp / N Sh 130 Nb,ARCHIVED,2023-11-01 22:05:18
326489,3DF20AD9D649B34D5986F1AB1A82FA77830A3D14_1698872244,2023-11-01 20:57:24,Crash Urgent,"(30.470279,-97.789673)",30.470279,-97.789673,13317-13319 N Fm 620 Rd Nb,ARCHIVED,2023-11-01 22:10:19
326490,ED44F03C79AE6FC90AD415E4F1DE7E5308DB9FBD_1698874188,2023-11-01 21:29:48,VEHICLE FIRE,"(30.187245,-97.560732)",30.187245,-97.560732,5124 E Sh 71 Eb,ARCHIVED,2023-11-01 22:10:19
326491,41048BC3417903D2A6B8E3FE2F13D267E25AE256_1698874494,2023-11-01 21:34:54,COLLISION,"(30.388659,-97.579018)",30.388659,-97.579018,14200-14724 N Sh 130 Sb,ARCHIVED,2023-11-01 22:10:19
326592,515A0309707C73B79EB01BAA31A500059F90A6B9_1698872171,2023-11-01 20:56:11,Crash Service,"(30.237563,-97.686705)",30.237563,-97.686705,501 Bastrop Hwy Nb,ARCHIVED,2023-11-01 22:15:18
326593,1DE21BF95D29848D9A9885DC2392905DB2EA88A8_1698873334,2023-11-01 21:15:34,Crash Urgent,"(30.369874,-97.720432)",30.369874,-97.720432,0 Burnet To Research Sb Ramp,ARCHIVED,2023-11-01 22:15:18
326594,FBF9948DA785087DCB5C16CE440732A7F6126FED_1699451813,2023-11-08 13:56:53,Crash Urgent,"(30.099463,-97.812914)",30.099463,-97.812914,13917-13941 S Ih 35 Nb,ARCHIVED,2023-11-08 15:25:10
326596,B6808C6A6514680B9D8425C63148958350B9EAF6_1699451877,2023-11-08 13:57:57,Traffic Hazard,"(30.341208,-97.760586)",30.341208,-97.760586,3552-3599 Fm 2222 Rd,ARCHIVED,2023-11-08 15:25:10
326599,E090209B1D0C5D080509EDB9A76D409459F62679_1699455345,2023-11-08 14:55:45,Crash Service,"(30.265029,-97.746704)",30.265029,-97.746704,300-321 W 2ND ST,ARCHIVED,2023-11-08 15:25:10
326602,39CACD2E0A5452368CB72F0A56F73C9D1F846043_1699649817,2023-11-10 20:56:57,LOOSE LIVESTOCK,"(30.266187,-97.494962)",30.266187,-97.494962,20400 Blake Manor Rd,ARCHIVED,2023-11-10 21:35:10
326739,CE992F0CFC154989B728650A32B4E4702E47C9AA_1698869082,2023-11-01 20:04:42,Crash Urgent,"(30.323858,-97.693562)",30.323858,-97.693562,CAMERON RD / CAMINO LA COSTA,ARCHIVED,2023-11-01 22:25:16
326742,8422051640D7C9A740564EFF35FBDCE111C6C557_1698876235,2023-11-01 22:03:55,Crash Service,"(30.36335,-97.696897)",30.36335,-97.696897,9414 N LAMAR BLVD,ARCHIVED,2023-11-01 22:30:21
326856,54EA9BE9D0B2076FA355586C14CC03B84AD13C70_1698875475,2023-11-01 21:51:15,Crash Urgent,"(30.317885,-97.746871)",30.317885,-97.746871,W 45th St / Greenbriar Ct,ARCHIVED,2023-11-01 22:35:13
326857,94A4AA8A6B3E6E1E3E7A4A1C2BC10C50FA220BEE_1698873543,2023-11-01 21:19:03,Stalled Vehicle,"(30.291331,-97.721908)",30.291331,-97.721908,3300 N Ih 35 Sb,ARCHIVED,2023-11-01 22:40:15
326858,415D2E4353963C539961C46AD289844F4093BA96_1698877531,2023-11-01 22:25:31,Traffic Hazard,"(30.189231,-97.780147)",30.189231,-97.780147,6900-6915 S Congress Ave,ARCHIVED,2023-11-01 22:40:15
327001,AB4B14521FFA251F4FFFDA0C8C6CED93433E7268_1698879547,2023-11-01 22:59:07,TRFC HAZD/ DEBRIS,"(30.294988,-97.794705)",30.294988,-97.794705,1400-blk Westlake Dr,ARCHIVED,2023-11-01 23:05:13
327093,6AB9E3DD3A09945B25C4AB04A708C23B087FE7E6_1698875499,2023-11-01 21:51:39,Stalled Vehicle,"(30.268678,-97.748779)",30.268678,-97.748779,W 5th St / Nueces St,ARCHIVED,2023-11-01 23:05:13
327094,A2B25FC79F974018341C45A6C06310D933F44E62_1698874601,2023-11-01 21:36:41,Crash Urgent,"(30.232369,-97.765655)",30.232369,-97.765655,500-599 Lightsey Rd,ARCHIVED,2023-11-01 23:10:11
327095,1373EA12BAAA638B59CA93994D65CC541259C1BB_1699454373,2023-11-08 14:39:33,Traffic Hazard,"(30.337574,-97.696401)",30.337574,-97.696401,800-956 E Anderson Ln Svrd Wb,ARCHIVED,2023-11-08 15:30:10
327096,20065308396005E7D06AC6A1E08795F6EE59386C_1699454841,2023-11-08 14:47:21,Crash Urgent,"(30.29511,-97.719699)",30.29511,-97.719699,3820-3840 N IH 35 SVRD SB,ARCHIVED,2023-11-08 15:30:10
327097,D92055328A6D25F74005C32CB76EE896127F83B4_1699455571,2023-11-08 14:59:31,Crash Urgent,"(30.198241,-97.68401)",30.198241,-97.68401,S Us 183 Hwy Nb / Mc Kinney Falls Pkwy,ARCHIVED,2023-11-08 15:30:10
